Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17
NAME,X,Y,LABELS,tumor,cell.type,treatment,OE.B.cell,OE.CAF,OE.Endo.,OE.Macrophage,OE.NK,OE.T.CD4,OE.T.CD8,OE.T.cell,no.genes,log.no.reads
TYPE,numeric,numeric,group,group,group,group,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric
cy79_p1_CD45_pos_PD1_pos_AS_C5_R1_C02_S218_comb, -7.069812393, 33.944016477,Mel79,Mel79,T.CD8,TN,-0.7669130756,-9.942310e-02,-1.979602e-01,-2.069230e-01, 5.247350e-01,-0.5395383907, 1.4958129274, 0.9108484035, 3405,10.526454
cy79_p1_CD45_pos_PD1_pos_AS_C5_R1_C08_S224_comb,-10.566900259, 22.669030534,Mel79,Mel79,T.CD8,TN,-0.5112831418,-7.483238e-02,-1.516507e-01,-2.163543e-01, 6.419277e-01,-0.2971000240, 1.2255056364, 0.4177003315, 3127,10.318441
cy72_CD45_pos_G10_S946_comb, -5.478761005,-13.477753027,Mel72,Mel72,T.CD8,ICR,-0.0904524217, 1.380126e-02,-1.228935e-01,-3.387240e-01,-3.388709e-01, 0.9194980530,-0.2208328520, 0.7205867469, 2830,10.892713
cy84_Primary_CD45_pos_H09_S477_comb,  4.602487745, -1.330303157,Mel84,Mel84,T.CD4,TN,-0.2480729260,-1.153284e-02,-1.037448e-01,-2.499378e-01,-5.948782e-01, 1.0830641021, 0.1403275678, 0.8463956140, 3937,12.312763
cy72_CD45_pos_F07_S931_comb,  1.483707964,-13.553855739,Mel72,Mel72,T.cell,ICR,-0.0594339639,-1.769590e-02,-4.206392e-02,-2.590021e-01,-4.971889e-01, 0.7847717568,-0.2605859236,-0.0772798610, 3461,11.765138
cy53_1_CD45_pos_1_E06_S54_comb, -1.865314798, -3.672627686,Mel53,Mel53,T.cell,TN,-0.6370066896,-7.448158e-02,-3.080807e-02,-1.186192e-01, 4.911089e-02, 0.2929438227,-0.4391971717, 0.5954621970, 3689,11.004397
cy79_p5_CD45_pos_PD1_pos_E08_S632_comb,  2.498688564, 21.009558127,Mel79,Mel79,T.CD8,TN,-0.4022961882,-3.459386e-02,-5.670249e-02,-3.504535e-01, 8.497718e-02,-0.4433839155, 0.6247280968, 0.5947272711, 4213,10.690990
cy58_1_CD45_pos_D06_S618_comb,-18.590434462,  2.352343553,Mel58,Mel58,T.CD8,ICR,-0.1253660325,-1.083310e-02,-1.438958e-02,-1.991269e-01, 1.656134e-01, 0.0715255986, 0.7689263049, 0.7447406468, 2962,10.232360
cy80_CD45_pos_PD1_pos_E04_S148_comb,  7.887667851, 36.431955390,Mel80,Mel80,T.CD4,TN,-0.6061293250,-1.576417e-01,-7.885604e-02,-4.549838e-01,-1.083734e+00, 0.2021735956,-0.3097215365,-0.3573456899, 5993,12.541955
cy60_1_cd_45_pos_3_F04_S352_comb,  4.002222268,  0.529453048,Mel60,Mel60,T.cell,ICR,-0.1379747114,-2.762944e-02,-4.158363e-02,-3.671328e-01,-4.533794e-02, 0.8494828397, 0.0062923696, 0.1051632041, 3324,11.489872
cy72_CD45_pos_A06_S870_comb,  3.763280594,-10.179032514,Mel72,Mel72,T.CD4,ICR,-0.1233695057,-1.916447e-02,-2.772021e-02,-3.091174e-01,-3.220059e-01, 0.6784802667,-0.4864018540, 0.1825866771, 3381,11.482879
CY89FNA_C01_S217_comb, -6.318256347, -4.368600689,Mel89,Mel89,T.CD8,TN,-0.1159951681,-4.617507e-02,-2.174498e-02,-2.409511e-01, 8.356890e-01, 0.5892401741, 0.4689119401, 0.5400331435, 3156,11.624959
cy74_CD45_pos_G03_S747_comb,-27.874987407, 17.094249296,Mel74,Mel74,T.CD8,ICR,-0.7025396324, 1.425558e-02,-1.566326e-01,-6.618343e-02, 7.446497e-01,-0.5381352802, 0.6162056521, 0.7020369610, 3837,11.653635
CY89COREQ1_H09_S381_comb,  1.462393103,-16.504593412,Mel89,Mel89,T.cell,TN, 0.0310680037,-1.617793e-02,-3.827113e-03,-2.119431e-01, 1.296833e-01, 1.5584934867,-0.2861054639, 0.5709826760, 2339,10.054877
Cy71_CD45_E03_S531_comb, 15.953039732,  0.152463749,Mel71,Mel71,T.CD4,TN,-0.1056473714, 1.374532e-02, 5.086571e-02,-3.714343e-02,-5.276175e-01, 1.5339394015, 0.2182105741, 0.7421964906, 3103,12.025324
Cy74_CD45_H03_S471_comb,-15.083979713, 12.982015835,Mel74,Mel74,T.cell,ICR,-0.6381811142,-3.545805e-02,-1.182156e-01,-9.764270e-02,-2.589177e-01, 0.0822661362, 0.4613568653, 0.5077574041, 2824,11.415246
CY89A_CD45_POS_6_C07_S127_comb,  7.714093682, 35.441672891,Mel89,Mel89,T.CD4,TN,-0.3703245357,-7.188229e-02,-8.065562e-02,-2.319914e-01,-9.365721e-01, 0.6581674861,-0.2789482827, 0.2414674476, 4939,12.372172
cy80_Cd45_pos_PD1_pos_B11_S47_comb,  5.648664059,-14.599537383,Mel80,Mel80,T.cell,TN,-0.2777138436,-1.317080e-01,-8.283372e-03,-3.896614e-01,-4.932908e-01, 1.8946650388,-0.1869256695, 0.8848727009, 4512,11.860578
cy72_CD45_pos_C02_S890_comb,  2.551815489, -1.283967840,Mel72,Mel72,T.cell,ICR,-0.1155150873, 3.565471e-03,-4.583511e-02,-2.361875e-01,-6.187899e-01, 0.7506515135,-0.4522587643,-0.0480127936, 3323,11.370601
cy80_Cd45_pos_PD1_pos_S189_H09_S189_comb,  9.537222394,  2.588616987,Mel80,Mel80,T.CD4,TN,-0.3868045636,-1.657507e-01,-7.646862e-03,-3.691189e-01,-4.665727e-01, 1.1767759764,-0.1435029244, 0.7382628494, 4577,11.083572
cy79_p1_CD45_pos_PD1_pos_AS_C5_R1_H10_S286_comb,-19.155118933, 15.079590721,Mel79,Mel79,T.CD8,TN,-0.5679832366,-4.426627e-02,-9.840661e-02,-3.642138e-01, 6.219632e-02, 0.2552437229, 1.1002091680, 1.2518613893, 2996,10.606115
cy80_CD45_neg_E11_S443_comb, -4.393043236, 35.679802248,Mel80,Mel80,T.CD8,TN,-0.6015658744,-9.844149e-02,-6.118820e-02,-1.983474e-01, 4.650104e-01,-0.3236240739, 0.8347526616, 0.4219732873, 4431,12.337864
cy88_cd_45_pos_F11_S455_comb, -4.941960329, 21.303676146,Mel88,Mel88,NK,ICR,-0.5449931371,-9.853485e-02,-3.127859e-02,-3.253526e-01, 1.415838e+00,-0.6052548169, 0.3952334203, 0.9055910027, 3480,11.085874
CY58_1_CD45_A06_S966_comb,-18.616545985, 21.721613997,Mel58,Mel58,T.CD8,ICR,-0.3035778367, 7.668507e-02, 4.977944e-02,-2.223200e-01, 3.031164e-01,-0.3190166006, 1.5952969444, 0.4149299220, 3431,12.231443
cy94_cd45pos_4_D11_S47_comb,  2.528388687,-17.493802596,Mel94,Mel94,T.cell,ICR, 0.3156824970, 2.271712e-02,-2.564858e-02,-2.545863e-01,-2.704318e-01, 0.7871389999,-0.9590198795, 0.3169698131, 4780,13.983664
cy53_1_CD45_pos_1_B11_S23_comb,  6.226343492,  7.470316525,Mel53,Mel53,T.cell,TN,-0.4307429975,-3.789740e-02,-6.159849e-02,-3.477174e-01,-5.811800e-01, 0.0196037896,-1.0259988707,-0.5234346722, 3930,11.094360
CY89COREQ1_F11_S359_comb,-20.266692544, 21.670743633,Mel89,Mel89,T.CD8,TN,-0.2996448579,-4.362259e-02,-6.381257e-03,-3.380088e-01, 3.956384e-01, 0.1375934894, 1.3550392583, 1.0366310577, 3968,12.222005
cy79_p4_CD45_pos_PD1_pos_A04_S292_comb,-15.707121918, 14.317656485,Mel79,Mel79,T.CD8,TN,-0.2646001383, 5.020384e-02, 7.079542e-03,-1.416495e-01, 1.509509e-01, 0.1127187422, 0.7960484034, 0.5163575416, 2813,11.580836
cy74_CD45_pos_B04_S688_comb,-22.579260908,  8.490972525,Mel74,Mel74,T.CD8,ICR,-0.3642426304,-1.672762e-02,-5.348927e-02,-3.165401e-01, 4.117369e-01, 0.2085244815, 0.8072074227, 0.5851797324, 2956,11.211280
Cy81_FNA_CD45_A09_S201_comb,-34.954994655, -1.240489399,Mel81,Mel81,T.CD8,TN,-0.2190144639, 3.370213e-02, 7.128445e-02,-1.201022e-01, 1.415674e+00,-0.2810073528,-0.0574541890, 0.0860000791, 2851,12.234189
CY89A_CD45_POS_6_B11_S119_comb, -4.475631829, -9.590396366,Mel89,Mel89,T.cell,TN, 0.1903222329, 3.929984e-02, 4.001625e-02,-5.014542e-02, 1.289304e-01, 1.0259361869,-0.1088400846, 0.7682839684, 3543,12.307229
CY94CD45POS_1_B11_S119_comb, -3.374905582,-20.698167410,Mel94,Mel94,T.cell,ICR, 0.0613409139,-1.138777e-02,-7.629025e-02,-2.076040e-01, 2.741043e-01, 1.2044847971,-0.3261343583, 0.5602295464, 4297,12.779749
Cy81_FNA_CD45_B12_S216_comb, -6.293390572,-11.442687338,Mel81,Mel81,T.cell,TN,-0.1148926003, 4.075080e-02, 4.395728e-02,-7.731415e-02,-1.955640e-01, 0.9738003463, 0.1456863075, 0.2822238513, 3380,12.764585
Cy71_CD45_B08_S500_comb,-12.020980001,-14.166512508,Mel71,Mel71,T.cell,TN,-0.0344914310,-2.037272e-02, 3.966080e-03,-2.956211e-01,-3.528163e-01, 0.9456252523, 0.0662055515, 0.5896195805, 2783,11.395740
cy72_CD45_pos_E07_S919_comb,  1.974461336,-18.210673313,Mel72,Mel72,T.CD4,ICR,-0.2040531978,-5.325114e-02,-3.988787e-02,-3.464482e-01,-1.578530e-01, 1.5873381145,-0.8466436511, 0.3645390626, 3752,11.826378
cy84_Primary_CD45_pos_A06_S390_comb, -5.686806320,-11.479831635,Mel84,Mel84,T.CD4,TN,-0.0423787928, 9.375321e-03, 6.880457e-02,-1.172462e-01,-1.336981e-01, 0.7046221087,-0.0509798180, 1.0487289216, 3140,11.381495
cy72_CD45_pos_H10_S958_comb,-11.274152835,-13.098788929,Mel72,Mel72,T.CD8,ICR,-0.2322007461,-5.796957e-02,-6.727718e-02,-3.042753e-01,-2.365504e-01, 1.0310783868,-0.0959532022, 0.4065104243, 2718,10.704592
cy80_Cd45_pos_PD1_pos_A05_S17_comb, 15.417464900, -1.510821420,Mel80,Mel80,T.CD4,TN,-0.3043770056,-1.454465e-01,-1.583950e-01,-3.633303e-01,-6.207194e-01, 1.0180806241,-0.0618172541, 0.7308323622, 5414,12.095873
cy94_cd45pos_F04_S160_comb,  3.753070639,  5.565516283,Mel94,Mel94,T.cell,ICR,-0.0700602322, 8.512363e-02, 8.920625e-03,-2.365387e-01, 1.288687e-01, 1.0786638886, 0.1087777310, 0.4028526148, 2992,11.031772
cy88_cd_45_pos_3_C01_S601_comb,-14.724234309, 24.050366863,Mel88,Mel88,T.CD8,ICR,-0.2672064945,-5.599094e-04, 9.048038e-03,-2.666427e-01, 8.655831e-01,-0.4315385572, 1.4789225769, 0.9176087894, 3345,11.858754
cy79_p3_CD45_pos_PD1_pos_AS_C2_R1_F08_S452_comb,  3.742347462, -4.078893821,Mel79,Mel79,T.cell,TN,-0.4014526377,-2.357768e-02, 2.734541e-02,-1.633600e-01,-1.512806e-01, 1.8246322186, 0.1219994571, 0.6887753527, 3001,10.940065
cy60_1_cd_45_pos_HC_pos_HLDAR_pos_C10_S994_comb,-24.055763436, 19.431272763,Mel60,Mel60,T.CD8,ICR,-0.2370361260, 6.879619e-03, 7.377765e-02,-1.080160e-01, 7.895472e-01,-0.0533250274, 1.8420457139, 0.7495848953, 2180,10.814826
cy80_Cd45_pos_PD1_pos_C02_S62_comb, 17.078628645,  0.262549398,Mel80,Mel80,T.CD4,TN,-0.4549129619,-1.221818e-01,-8.025547e-02,-2.926602e-01, 1.391502e-02, 1.6822588010, 0.0846342705, 1.2700009389, 5060,12.147871
cy58_1_CD45_pos_B02_S590_comb, -0.715565214,-10.616463793,Mel58,Mel58,T.CD4,ICR,-0.3027336742,-1.946647e-02,-3.461677e-03,-2.261280e-01,-3.492766e-01, 0.6588716513,-0.1756881433, 0.2105453112, 4104,11.651408
cy79_p3_CD45_pos_PD1_pos_AS_C2_R1_C01_S409_comb,-11.591959107, 23.461983130,Mel79,Mel79,T.CD8,TN,-0.6376401138,-5.610318e-02,-1.593192e-02,-3.078910e-01, 7.543318e-01, 0.0994915433, 1.7429173051, 1.0280119220, 3023,11.036501
cy72_CD45_pos_A08_S872_comb,  4.793224476, -6.733148562,Mel72,Mel72,T.cell,ICR,-0.4579346609, 3.498505e-02,-8.444227e-02,-2.545096e-01,-3.170394e-01, 1.1969044419, 0.0891082098, 0.5057553473, 3468,11.752792
cy79_p5_CD45_pos_PD1_pos_A04_S580_comb,-14.985772162, 30.967641358,Mel79,Mel79,T.CD8,TN,-0.6356204230,-4.964121e-02,-8.427042e-02,-2.348018e-01, 5.531138e-01,-0.6142141908, 1.2753351050, 0.3160538360, 3856,11.501895
cy80_Cd45_pos_PD1_pos_S165_G09_S165_comb, -7.684396256,  2.185989093,Mel80,Mel80,T.CD8,TN,-0.6911627452,-8.748745e-02,-1.360976e-01,-4.270619e-01, 1.377858e-02, 0.3760707311, 0.7597265043, 0.7803489598, 4464,11.179116
cy80_Cd45_pos_PD1_pos_S115_E07_S115_comb,-29.327711767,  2.815667565,Mel80,Mel80,NK,TN,-0.6073973083,-1.304917e-01,-5.648551e-02,-2.801088e-01, 1.200212e+00,-0.0560752618,-0.0296594530, 1.0227212997, 3553,10.717125
cy79_p3_CD45_pos_PD1_pos_AS_C2_R1_A08_S392_comb,-18.773584831, 16.062105446,Mel79,Mel79,T.CD8,TN,-0.2941014909, 1.850681e-02,-1.747351e-02,-2.244031e-01, 2.312534e-01, 0.2250565940, 1.9467541002, 0.5887085956, 2354,10.922876
cy74_CD45_pos_C05_S701_comb,-12.178543299, 18.142839250,Mel74,Mel74,T.CD8,ICR,-0.1895478469, 1.010182e-02,-5.318286e-03,-1.539993e-01,-3.437704e-01, 0.1949170785, 1.3113870360, 0.3202047842, 2790,10.270004
cy80_Cd45_pos_PD1_pos_C07_S67_comb, 18.030898238,  3.785730886,Mel80,Mel80,T.CD4,TN,-0.4599369465,-1.415534e-01,-1.255228e-01,-5.118255e-01,-8.032620e-01, 1.1733296303,-0.1932848174, 0.3686024888, 5842,12.149703
cy79_p3_CD45_pos_PD1_pos_AS_C2_R1_D12_S432_comb, 16.174086326,  6.397960361,Mel79,Mel79,T.CD8,TN,-0.1790629150,-2.688933e-02,-1.993149e-02,-1.882501e-01,-6.280026e-02, 0.3659136084, 0.4793781524, 0.0269757926, 2847,10.488019
CY58_1_CD45_D11_S1007_comb,-13.356424699, -9.046430268,Mel58,Mel58,T.cell,ICR,-0.2063034911, 5.884743e-02, 1.900141e-02,-2.278437e-01, 6.352847e-04,-0.1610380457, 0.4865192729, 0.4265769912, 3084,11.809379
CY94CD45POS_1_H08_S188_comb, -8.510081996,-22.586059755,Mel94,Mel94,T.CD4,ICR,-0.2171307326, 1.559358e-02,-2.131980e-02,-2.001554e-01,-2.048131e-01, 1.0093229387,-0.2008900565, 0.2222424671, 2937,11.347355
cy58_1_CD45_pos_A07_S583_comb,-26.804388834,  9.939694773,Mel58,Mel58,T.CD8,ICR,-0.3979671942,-7.533459e-02,-9.590117e-02,-2.398895e-01, 8.446570e-01,-0.1150014493, 0.8073216375, 0.5932093845, 3867,11.304658
cy79_p1_CD45_pos_PD1_pos_AS_C5_R1_H03_S279_comb,-25.875113840, 22.334330099,Mel79,Mel79,T.CD8,TN,-0.4386312069,-2.764629e-02,-1.569004e-02,-1.908999e-01, 4.176154e-01, 0.0309549443, 0.6329396187, 0.7755017162, 2965,10.760644
Cy72_CD45_F12_S744_comb, -2.094001267,-23.389024193,Mel72,Mel72,T.cell,ICR,-0.0612212703, 4.242992e-02,-3.770879e-03,-1.189131e-01,-1.168815e-01, 0.5272725521, 0.0931040561,-0.0002140730, 3030,12.070659
cy74_CD45_pos_A09_S681_comb,-12.779495824, 29.941739178,Mel74,Mel74,T.CD8,ICR,-0.4456671804,-1.202014e-01,-1.406523e-01,-2.653837e-01, 7.806490e-01,-0.1075526303, 1.3585168347, 0.8816998610, 4560,11.820631
cy74_CD45_pos_D02_S710_comb,-15.777799024, 30.403086051,Mel74,Mel74,T.CD8,ICR,-0.5724190663,-3.597328e-02,-2.575275e-02,-1.649995e-01, 1.002422e-01,-0.6197181656, 2.3172765158, 0.6480138820, 3336,11.092839
cy94_cd45neg_cd90pos_G06_S366_comb,  2.090712072,-12.154639988,Mel94,Mel94,T.CD4,ICR,-0.2448306827,-6.497661e-03, 2.952719e-02,-2.860764e-01,-4.494354e-01, 0.7220531912,-0.2593513358, 0.5126536822, 5030,12.794742
cy79_p5_CD45_pos_PD1_pos_F06_S642_comb,-14.003232212, 25.662999433,Mel79,Mel79,T.CD8,TN,-0.5787753259,-1.151842e-02,-4.686799e-02,-1.117382e-01, 2.517581e-01, 0.2884894032, 1.7491162095, 0.8169123714, 3256,11.792578
cy72_CD45_pos_E08_S920_comb, -1.214441515,-14.432242595,Mel72,Mel72,T.cell,ICR, 0.0845633407,-6.855012e-02,-1.203666e-02,-3.072769e-01,-5.928598e-01, 0.6701505309,-0.7386186319,-0.0373390339, 3257,11.243018
cy80_CD45_pos_PD1_pos_F05_S161_comb, -5.723921787, 15.322265319,Mel80,Mel80,T.CD8,TN,-0.6679684201,-1.050282e-01,-1.327639e-01,-3.377721e-01, 7.616068e-02,-0.2535325811, 1.2404200242, 0.3037709030, 3197,10.473761
cy60_1_cd_45_pos_4_C03_S27_comb, 13.263028586, 10.110701359,Mel60,Mel60,T.CD4,ICR,-0.6280149136,-7.386957e-02,-1.273391e-01,-2.667976e-01, 3.960560e-01, 0.4194267086,-0.5551741858, 0.7156931983, 4078,11.482013
cy84_Primary_CD45_pos_G06_S462_comb, -9.563942726,-20.811347492,Mel84,Mel84,T.CD4,TN,-0.1120553710,-5.161427e-02, 3.962130e-02,-2.692488e-01,-1.381441e-01, 1.7336579785, 0.0847391217, 1.1228485201, 3045,11.564075
cy84_Primary_CD45_pos_C01_S409_comb, -5.756011489, 33.398986139,Mel84,Mel84,T.CD8,TN,-0.7241353060,-1.056267e-01,-1.706879e-01,-1.756100e-01, 8.586496e-02,-0.2378028880, 0.1566491504, 0.1236521908, 4640,11.816963
Cy72_CD45_C07_S703_comb,-10.498886180,-21.134852831,Mel72,Mel72,T.cell,ICR,-0.0194386725, 6.890628e-02,-5.191338e-03,-3.039783e-01,-2.338262e-01, 1.0403216550,-0.3561782750, 0.4178194382, 3309,12.285974
cy79_p3_CD45_pos_PD1_pos_AS_C2_R1_C04_S412_comb, 11.295473712, -3.556630878,Mel79,Mel79,T.CD4,TN, 0.0172592056,-9.118317e-02, 4.744670e-02,-3.062072e-01,-5.337444e-01, 0.9111119641, 0.1080515830, 0.4459349393, 2981,10.308886
cy94_cd45pos_G03_S171_comb, -2.355772476,-19.834795453,Mel94,Mel94,T.CD8,ICR,-0.0952024611,-2.709946e-02,-5.322002e-02,-2.926364e-01,-1.183959e-01, 1.0192985494,-0.1858011416, 0.2845113273, 3576,11.958271
cy72_CD45_pos_H01_S949_comb, 11.132214523,-13.345991263,Mel72,Mel72,T.CD4,ICR,-0.0647748171,-3.686687e-02,-4.043010e-02,-2.458746e-01,-1.860365e-01, 1.3214112772,-0.2826682473, 0.5070815433, 3403,11.341532
cy94_cd45pos_D12_S144_comb,  8.579983689, -4.953471697,Mel94,Mel94,T.cell,ICR,-0.1643899148,-3.139600e-02,-3.365046e-02,-3.428750e-01,-2.146141e-01, 1.3638302302,-0.0868898791, 0.2642859278, 5279,13.299677
cy80_CD45_pos_PD1_pos_G01_S169_comb,-10.980845166, -3.589406912,Mel80,Mel80,T.CD4,TN,-0.2376613904,-9.534685e-04, 1.057036e-01,-2.434397e-01, 1.687095e-01, 0.3873100103, 0.2306776406, 1.0864486114, 2515,10.458292
cy80_CD45_pos_PD1_pos_B11_S119_comb, -1.041937633, 36.786428702,Mel80,Mel80,T.cell,TN,-0.9436185629,-1.389336e-01,-9.266167e-02,-3.701771e-01, 4.711771e-01,-0.6574419203,-0.2553405210, 0.2786421438, 4772,11.555391
CY89A_CD45_POS_6_G11_S179_comb,-20.982503685, -0.293771942,Mel89,Mel89,T.CD8,TN,-0.1888993012, 4.102055e-02,-5.040328e-02,-1.418886e-01, 8.825973e-01,-0.0824586351, 1.1908300728, 0.6812207132, 2182,10.374116
cy84_Met_CD45_pos_G05_S941_comb, -1.315070180,-16.639824055,Mel84,Mel84,T.CD8,TN,-0.0757027933, 9.123835e-02, 5.139105e-02,-2.714379e-01,-4.098602e-01, 0.7097394939, 0.0395667102, 0.2867654793, 3062,11.736061
cy74_CD45_pos_F12_S744_comb,-30.163750808, 15.534602715,Mel74,Mel74,T.CD8,ICR,-0.5353881474,-4.547173e-02,-2.462961e-02,-1.198425e-01, 8.345670e-01,-0.2706743231, 1.3794617112, 0.6893894374, 2810,10.570342
cy80_CD45_pos_PD1_pos_D12_S144_comb,-36.296163225,  8.616761573,Mel80,Mel80,T.CD8,TN,-0.4212561657,-7.078693e-02,-7.393132e-02,-3.878413e-01, 1.913501e+00,-0.4774338513, 0.6662058580, 1.0542201018, 3859,11.518042
cy79_p4_CD45_pos_PD1_pos_C11_S323_comb,-12.986181143, 10.089306827,Mel79,Mel79,T.CD8,TN,-0.4669567617, 7.289737e-03,-6.233735e-02,-2.143767e-01, 3.295822e-01, 0.0211727321, 1.3923656017, 0.8341633926, 3511,12.201909
cy88_cd_45_pos_3_F07_S643_comb, -4.126433551,-20.230342870,Mel88,Mel88,T.CD4,ICR,-0.0448220115, 8.621038e-03, 2.248034e-02,-2.085987e-01, 2.900788e-02, 0.9712742922,-0.4808301798, 0.6155862486, 2803,11.081619
cy84_Met_CD45_pos_F09_S933_comb,-23.294435445, 10.894109206,Mel84,Mel84,T.CD8,TN,-0.7217531782,-5.205091e-02,-8.630745e-02,-2.177467e-01, 2.960518e-01, 0.1122792567, 1.6993873688, 1.2830949782, 2568,11.010118
cy80_CD45_neg_B11_S407_comb, -1.980298197,-14.579906062,Mel80,Mel80,T.CD4,TN, 0.1334393710,-4.965770e-03,-3.265826e-02,-1.994138e-01,-6.497421e-01, 0.8692371763,-0.4923755252, 0.1918573964, 3452,11.385512
CY89A_CD45_POS_6_F02_S158_comb, -8.133727458, -0.042963612,Mel89,Mel89,T.CD8,TN,-0.3216152446,-8.990434e-03, 3.378223e-03,-1.755849e-01, 7.602613e-01, 0.3518330267, 0.2027112350, 0.3899976151, 3430,11.529891
cy58_1_CD45_pos_H02_S662_comb, -0.479316205,-16.617452962,Mel58,Mel58,T.cell,ICR,-0.2348057652, 1.595376e-02,-5.070481e-02,-2.618094e-01,-1.543062e-01, 0.8004811700, 0.0975768818, 0.3159026496, 3670,11.568852
cy58_1_CD45_pos_A04_S580_comb, -5.006801368, 15.678854856,Mel58,Mel58,T.CD8,ICR,-0.4459929867,-1.050617e-01,-9.256243e-02,-3.651383e-01, 7.299802e-01, 0.1227506388, 0.4397310249, 0.6019101784, 5114,11.970477
cy80_Cd45_pos_Pd1_neg_S196_A04_S196_comb,-10.637721026, -4.310868935,Mel80,Mel80,T.CD8,TN,-0.0862529543,-3.395774e-02, 4.285804e-02,-3.010499e-01, 1.616490e-01, 0.3061972187,-0.0385742268, 0.7245503608, 3121,10.651407
cy80_Cd45_pos_PD1_pos_S120_E12_S120_comb,  0.789745825,-18.702745557,Mel80,Mel80,T.cell,TN, 0.0745546509,-7.589450e-02,-1.215440e-01,-3.869314e-01,-5.128910e-01, 2.0715133425,-0.1797998838, 0.6119852047, 3619,11.287128
Cy74_CD45_F07_S451_comb,-21.503341057, 21.576763129,Mel74,Mel74,T.CD8,ICR,-0.4986946195, 4.626718e-02,-4.512372e-02,-9.729916e-02, 4.788712e-01,-0.2239578940, 2.0907051907, 1.2544307346, 2994,11.653470
cy74_CD45_pos_B06_S690_comb, -9.169344153, 33.502983858,Mel74,Mel74,T.CD8,ICR,-0.5485372081,-2.162231e-02,-1.181669e-01,-3.552875e-01, 7.174826e-01,-0.3185163765, 1.0244428212, 0.3926129169, 4841,10.949086
CY89A_CD45_POS_6_H11_S191_comb,-19.201225913,  9.778946924,Mel89,Mel89,T.CD8,TN,-0.1685550318, 2.566642e-02,-4.993070e-02,-6.780628e-02, 4.251302e-01, 0.2702938348, 1.8114495032, 1.3987682370, 2422,10.561267
cy79_p5_CD45_pos_PD1_pos_B04_S592_comb,-20.231356907,  9.332668111,Mel79,Mel79,T.CD8,TN,-0.1895852023, 6.123535e-03,-6.304683e-02,-1.505888e-01, 3.695837e-01, 0.1342759810, 0.7122383613, 0.5425036640, 3019,10.955078
cy79_p5_CD45_pos_PD1_pos_F10_S646_comb,-16.939703925, 27.209530834,Mel79,Mel79,T.CD8,TN,-0.4557629168,-2.379780e-02, 6.258027e-03,-2.070844e-01, 4.645313e-01, 0.0310635371, 1.0493560011, 0.8602093933, 3143,11.338048
CY89A_Core_15_F02_S62_comb, -2.044697451,  9.336419153,Mel89,Mel89,T.CD8,TN,-0.4632013306, 6.668973e-02,-4.926602e-02,-2.851134e-01,-3.188081e-02, 0.2657345674,-0.2688622192, 0.0402255698, 3025,11.024285
cy80_CD45_pos_PD1_pos_H06_S186_comb, 10.023105740, -3.676903649,Mel80,Mel80,T.CD4,TN,-0.2303425214, 1.408305e-02, 1.728370e-02,-1.029763e-01,-4.841795e-01, 1.2162867320,-0.2856312606, 0.5864743227, 3337,11.256096
Cy81_FNA_CD45_B04_S208_comb,-34.487315199, -0.434900617,Mel81,Mel81,T.CD8,TN,-0.1375562207,-8.577623e-03, 3.006039e-02,-1.500902e-01, 6.182164e-01,-0.0233188488, 0.4377044172, 0.4132339019, 2776,12.112333
