Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14
NAME,X,Y,LABELS,tumor,treatment,Immune_resistance,Immune_resistance.up,Immune_resistance.down,OE.Immune_resistance,OE.Immune_resistance.up,OE.Immune_resistance.down,no.genes,log.no.reads
TYPE,numeric,numeric,group,group,group,group,group,group,numeric,numeric,numeric,numeric,numeric
cy78_CD45_neg_1_A04_S484_comb,-38.78007328, 32.36068987,Mel78,Mel78,ICR,high,high,low, 1.023508892, 0.359370468,-0.6641384246, 8092,13.042393
Cy81_FNA_CD45_C05_S317_comb, -3.53937392,-52.43585088,Mel81,Mel81,TN,high,low,low, 0.246243734,-0.120608832,-0.3668525667, 5609,12.296612
Cy80_II_CD45_B01_S877_comb, 31.80634554,-43.56164237,Mel80,Mel80,TN,low,low,high,-0.125826162,-0.013578344, 0.1122478182, 6089,11.986871
CY89CORE11_E10_S154_comb,-53.36528708,  6.95848446,Mel89,Mel89,TN,low,low,high,-0.449227630,-0.112737185, 0.3364904451, 6314,12.674081
cy80_CD45_neg_A05_S869_comb, 24.29778622,-43.62188208,Mel80,Mel80,TN,low,low,high,-0.005421513,-0.114177703,-0.1087561896, 3620,10.346505
cy79_p4_CD45_neg_PDL1_pos_D03_S423_comb, 34.95751862, 13.21655668,Mel79,Mel79,TN,low,low,high,-2.541748754,-1.086399112, 1.4553496418, 2618, 9.894245
cy79_p4_CD45_neg_PDL1_pos_A04_S388_comb, 27.65565897,  3.38100850,Mel79,Mel79,TN,low,low,high,-2.746155398,-1.193425895, 1.5527295031, 5019,12.736160
CY89NEG_E06_S54_comb,-54.29318814,  4.36550572,Mel89,Mel89,TN,low,low,high,-0.786575228,-0.511107755, 0.2754674728, 6115,13.032222
cy79_p5_CD45_neg_PDL1_neg_C02_S794_comb, 26.74668250, -0.26860430,Mel79,Mel79,TN,low,low,high,-2.856165022,-1.023831280, 1.8323337421, 4786,11.450390
CY88_3_A10_S586_comb,  7.12886554, 45.92199073,Mel88,Mel88,ICR,high,high,low, 0.534784864, 0.354187256,-0.1805976086, 5774,12.306465
CY89FNAQ2_G07_S463_comb,-53.30529416,  5.44427963,Mel89,Mel89,TN,low,low,high,-0.908399700,-0.271722377, 0.6366773233, 8179,13.049167
cy80_CD45_neg_F05_S929_comb, 29.14902413,-42.89993865,Mel80,Mel80,TN,low,low,high,-0.520275347,-0.248133138, 0.2721422088, 5190,10.100657
Cy81_Bulk_CD45_G12_S180_comb, -7.76278258,-47.81779293,Mel81,Mel81,TN,low,low,high,-0.207241566,-0.284916768,-0.0776752023, 8971,12.825051
cy81_FNA_CD45_neg_F06_S1026_comb, -3.50552284,-48.78313901,Mel81,Mel81,TN,low,high,high, 0.056859293, 0.066417841, 0.0095585478, 8367,12.494693
cy79_p4_CD45_neg_PDL1_pos_C02_S410_comb, 34.54238484, 10.59673460,Mel79,Mel79,TN,low,low,high,-2.948766527,-1.061639774, 1.8871267527, 4495,12.417334
cy79_p5_CD45_neg_PDL1_pos_C11_S707_comb, 21.48080918, -1.68145316,Mel79,Mel79,TN,low,low,high,-1.816510471,-0.868528804, 0.9479816677, 7261,12.278807
cy79_p5_CD45_neg_PDL1_pos_F09_S741_comb, 40.44714760, -1.57912323,Mel79,Mel79,TN,low,low,high,-2.295330285,-0.907984863, 1.3873454225, 3719,11.487228
cy79_p4_CD45_neg_PDL1_pos_E10_S442_comb, 21.57761199,  8.58205711,Mel79,Mel79,TN,low,low,high,-2.490245574,-1.108180114, 1.3820654594, 5133,12.245322
cy79_p3_CD45_neg_PD1_pos_AS_C3_R1_H01_S373_comb, 25.57281125, -7.57793561,Mel79,Mel79,TN,low,low,high,-1.428122058,-0.411425990, 1.0166960678, 3607,11.600607
cy78_CD45_neg_1_H08_S572_comb,-29.97150095, 42.16294592,Mel78,Mel78,ICR,high,high,low, 0.410801357, 0.186156017,-0.2246453406, 4608,11.225990
CY89CORE11_B04_S112_comb,-52.63812945,  6.33565285,Mel89,Mel89,TN,low,low,high,-0.728467441,-0.211891827, 0.5165756148, 6202,13.173714
cy79_p1_CD45_neg_PDL1_neg_AS_C4_R1_F03_S159_comb, 13.58263746, 11.30911863,Mel79,Mel79,TN,low,low,high,-2.870286659,-0.988630334, 1.8816563251, 5530,11.091925
cy79_p3_CD45_neg_PDL1_neg_H10_S286_comb, 30.92440000,  0.59879089,Mel79,Mel79,TN,low,low,high,-2.301955368,-0.864218104, 1.4377372636, 5203,12.636253
cy78_CD45_neg_1_F02_S542_comb,-38.26903043, 32.19282499,Mel78,Mel78,ICR,low,low,low, 0.181700368,-0.194034835,-0.3757352025, 8000,12.200854
CY89CORE11_A05_S101_comb,-51.95470500,  5.55373408,Mel89,Mel89,TN,low,low,high,-0.985085008,-0.719818583, 0.2652664247, 6974,12.726154
CY89CORE11_B06_S114_comb,-55.95475185,  6.12073607,Mel89,Mel89,TN,low,low,high,-1.147086852,-0.533447984, 0.6136388679, 7146,13.055460
cy79_p1_CD45_neg_PDL1_pos_AS_C1_R1_E08_S56_comb, 19.10199214,  2.22650787,Mel79,Mel79,TN,low,low,high,-2.281821354,-1.018291736, 1.2635296179, 7184,11.817347
cy79_p3_CD45_neg_PDL1_neg_C07_S223_comb, 34.36480624,  1.26422288,Mel79,Mel79,TN,low,low,high,-2.287850559,-0.986621881, 1.3012286778, 3279,11.314913
cy78_CD45_neg_3_G07_S751_comb,-32.02284750, 40.65139357,Mel78,Mel78,ICR,low,high,high, 0.173398415, 0.071554032,-0.1018443831, 5497,12.164292
CY89NEG_A06_S6_comb,-55.71852915,  6.01950892,Mel89,Mel89,TN,low,low,high,-1.323088667,-0.556261702, 0.7668269655, 6532,12.838896
cy79_p4_CD45_neg_PDL1_neg_B04_S1072_comb, 23.75639717, 11.67483322,Mel79,Mel79,TN,low,low,high,-2.923253061,-1.131918989, 1.7913340719, 5344,12.130616
Cy81_FNA_CD45_F02_S350_comb,-10.39135263,-49.75524808,Mel81,Mel81,TN,high,high,low, 0.718719871, 0.259862738,-0.4588571325, 5755,12.608460
cy79_p4_CD45_neg_PDL1_neg_H01_S1141_comb, 39.91757189,  4.67933719,Mel79,Mel79,TN,low,low,high,-2.779550164,-0.988190671, 1.7913594934, 3656,11.029796
CY89CORE11_D09_S141_comb,-49.78191635, 10.82408206,Mel89,Mel89,TN,low,low,high,-0.493757847,-0.286218463, 0.2075393835, 5438,11.830870
cy78_CD45_neg_1_F10_S550_comb,-30.58640557, 34.30921142,Mel78,Mel78,ICR,high,low,low, 0.375261705,-0.162752489,-0.5380141941, 8667,12.241406
cy79_p4_CD45_neg_PDL1_pos_H11_S479_comb, 31.65705873, 17.38217944,Mel79,Mel79,TN,low,low,high,-2.727979293,-1.155643273, 1.5723360200, 2445, 8.978660
cy81_FNA_CD45_neg_H09_S1053_comb,  0.14257929,-46.60358952,Mel81,Mel81,TN,low,high,high, 0.187113669, 0.145666875,-0.0414467942, 2630, 8.813736
cy78_CD45_neg_3_E05_S725_comb,-40.25292446, 26.68317277,Mel78,Mel78,ICR,low,low,high, 0.037732844, 0.017007386,-0.0207254586, 2586, 9.011402
cy78_CD45_neg_1_H04_S568_comb,-32.70699932, 38.61648532,Mel78,Mel78,ICR,high,high,low, 0.559122957, 0.155198119,-0.4039248379, 6197,12.302246
cy79_p1_CD45_neg_PDL1_pos_AS_C1_R1_A07_S7_comb,  9.64715629, 10.58615010,Mel79,Mel79,TN,low,low,high,-2.761276700,-1.075253922, 1.6860227783, 5685,11.924359
CY89FNAQ2_B02_S398_comb,-51.10193508,  5.03355402,Mel89,Mel89,TN,low,low,high,-0.821732739,-0.423759100, 0.3979736382, 6480,12.791353
Cy71_CD45_H06_S570_comb,-43.31539773,-22.55817814,Mel71,Mel71,TN,high,high,low, 1.742410950, 0.756403784,-0.9860071661, 4796,11.944260
cy79_p3_CD45_neg_PDL1_neg_D09_S237_comb, 33.58457383,  8.24817181,Mel79,Mel79,TN,low,low,high,-2.614200422,-0.922756455, 1.6914439663, 5228,12.435425
CY88_5_B12_S696_comb,  1.96642770, 48.99318990,Mel88,Mel88,ICR,high,high,low, 0.479645451, 0.207351144,-0.2722943074, 5023,12.409038
CY88_3_H10_S670_comb,  8.06300953, 41.71456323,Mel88,Mel88,ICR,low,low,low, 0.089683174,-0.111819940,-0.2015031132, 6185,12.483068
cy79_p1_CD45_neg_PDL1_neg_AS_C4_R1_B11_S119_comb, 16.56110543, 11.16779010,Mel79,Mel79,TN,low,low,high,-1.802607079,-0.768231880, 1.0343751992, 3794,10.367567
CY89FNAQ2_C04_S412_comb,-53.64981785,  2.42856568,Mel89,Mel89,TN,low,low,high,-0.501787777,-0.415789674, 0.0859981030, 6757,12.736251
cy79_p5_CD45_neg_PDL1_pos_E10_S730_comb, 29.64696701, 10.80020795,Mel79,Mel79,TN,low,low,high,-3.021928569,-0.906930258, 2.1149983113, 4559,11.398905
Cy80_II_CD45_B09_S885_comb, 32.13775496,-44.10938446,Mel80,Mel80,TN,high,high,low, 0.275483885, 0.064498524,-0.2109853608, 5152,11.554394
cy79_p5_CD45_neg_PDL1_pos_G02_S746_comb, 29.33197760,  1.31288016,Mel79,Mel79,TN,low,low,high,-2.614611824,-1.119348294, 1.4952635308, 4470,11.695522
cy79_p1_CD45_neg_PDL1_neg_AS_C4_R1_G02_S170_comb, 21.11731014, 14.39292508,Mel79,Mel79,TN,low,low,high,-3.071375045,-1.073121689, 1.9982533562, 5500,11.045032
cy79_p3_CD45_neg_PDL1_neg_E05_S245_comb, 39.07253572,  2.20096447,Mel79,Mel79,TN,low,low,high,-3.134458965,-1.270977778, 1.8634811869, 2999,10.148784
CY88_5_H05_S761_comb,  0.24496477, 46.09678635,Mel88,Mel88,ICR,high,high,low, 0.404847364, 0.115374588,-0.2894727761, 5335,10.998109
Cy81_FNA_CD45_H12_S384_comb, -6.15979720,-48.17565940,Mel81,Mel81,TN,high,high,low, 0.285619247, 0.055941427,-0.2296778209, 8769,11.233172
cy79_p5_CD45_neg_PDL1_neg_G04_S844_comb, 38.62436564,  3.56294037,Mel79,Mel79,TN,low,low,high,-2.949491425,-1.067800183, 1.8816912417, 3693,11.290756
CY88_5_D08_S716_comb,  5.88571441, 49.01576561,Mel88,Mel88,ICR,low,low,low, 0.188581372, 0.014807954,-0.1737734177, 7262,12.767974
cy79_p4_CD45_neg_PDL1_pos_B11_S407_comb, 24.83849194,  1.96631390,Mel79,Mel79,TN,low,low,high,-2.674455388,-0.914555919, 1.7598994693, 4827,11.822452
cy79_p3_CD45_neg_PDL1_neg_B11_S215_comb, 24.09437242,  3.19368076,Mel79,Mel79,TN,low,low,high,-2.671610359,-0.992350788, 1.6792595713, 4745,11.249468
CY88_3_B12_S600_comb,  5.24050994, 43.94853357,Mel88,Mel88,ICR,low,high,high, 0.141920374, 0.335419846, 0.1934994724, 6467,12.719390
cy81_FNA_CD45_neg_F02_S1022_comb, -1.79507696,-50.24494046,Mel81,Mel81,TN,high,high,low, 0.366454386, 0.123267513,-0.2431868724, 7961,12.535815
cy79_p4_CD45_neg_PDL1_pos_D05_S425_comb, 26.74077824, 13.04337926,Mel79,Mel79,TN,low,low,high,-2.878059935,-1.179470267, 1.6985896676, 4014,11.841070
cy79_p4_CD45_neg_PDL1_pos_D01_S421_comb, 38.12801126, -0.15827454,Mel79,Mel79,TN,low,low,high,-2.456120341,-0.944445023, 1.5116753179, 4490,11.939917
CY88_5_D10_S718_comb,  3.46980914, 51.63636066,Mel88,Mel88,ICR,high,low,low, 0.606608514,-0.056225952,-0.6628344658, 6107,14.305977
CY89NEG_H06_S90_comb,-54.37292744,  9.40673806,Mel89,Mel89,TN,low,low,high,-0.897540656,-0.203066624, 0.6944740319, 5258,11.848869
cy79_p3_CD45_neg_PD1_pos_AS_C3_R1_H03_S375_comb, 26.20313018, -6.98375730,Mel79,Mel79,TN,low,low,high,-2.667880163,-1.227209832, 1.4406703313, 4872,11.429370
Cy81_Bulk_CD45_E08_S152_comb, -9.99560992,-48.79537061,Mel81,Mel81,TN,low,low,low, 0.091406358,-0.265907283,-0.3573136411, 7437,13.169104
CY89FNAQ2_H03_S471_comb,-53.38116173,  8.07193578,Mel89,Mel89,TN,low,low,high,-0.271190090,-0.150717330, 0.1204727593, 5612,11.301859
cy79_p4_CD45_neg_PDL1_neg_H09_S1149_comb, 31.36402519,  7.00833637,Mel79,Mel79,TN,low,low,high,-2.481113687,-0.985099052, 1.4960146348, 4904,11.599754
cy81_FNA_CD45_neg_B04_S976_comb, -0.86269180,-51.26144556,Mel81,Mel81,TN,low,low,high,-0.426264773,-0.390394903, 0.0358698699, 7827,12.201768
cy79_p1_CD45_neg_PDL1_neg_AS_C4_R1_F11_S167_comb, 40.94389679, -2.33312281,Mel79,Mel79,TN,low,low,high,-2.415103312,-0.855737027, 1.5593662846, 4347,10.499931
cy79_p4_CD45_neg_PDL1_neg_F03_S1119_comb, 37.57808695,  3.32004747,Mel79,Mel79,TN,low,low,high,-2.421649028,-0.963954679, 1.4576943485, 4617,12.253085
cy79_p4_CD45_neg_PDL1_pos_C04_S412_comb, 35.28314953,  3.74080728,Mel79,Mel79,TN,low,low,high,-2.447871258,-0.843954267, 1.6039169908, 4280,11.819726
Cy80_II_CD45_G09_S945_comb, 29.58546471,-38.69627029,Mel80,Mel80,TN,high,low,low, 0.548585189, 0.014872365,-0.5337128236, 5214,11.493121
cy79_p5_CD45_neg_PDL1_pos_G05_S749_comb, 16.88365699, -3.19004185,Mel79,Mel79,TN,low,low,high,-0.870845042,-0.385617564, 0.4852274778, 4275,11.090477
cy79_p4_CD45_neg_PDL1_pos_F06_S450_comb, 37.54343890, -0.21781621,Mel79,Mel79,TN,low,low,high,-2.310065607,-0.921544137, 1.3885214707, 4502,11.894610
cy79_p3_CD45_neg_PD1_pos_AS_C3_R1_C04_S316_comb, 17.54477529, -1.67765620,Mel79,Mel79,TN,low,low,high,-1.138416316,-0.502744760, 0.6356715565, 5285,11.706632
cy79_p1_CD45_neg_PDL1_neg_AS_C4_R1_F06_S162_comb,  5.49521345,  5.26508024,Mel79,Mel79,TN,low,low,high,-2.590965587,-1.182932854, 1.4080327333, 5418,10.565015
CY88_3_C12_S612_comb,  6.68169715, 46.45116308,Mel88,Mel88,ICR,high,high,low, 0.621315136, 0.248440126,-0.3728750094, 5697,12.233376
Cy80_II_CD45_D09_S909_comb, 31.66215575,-43.54772522,Mel80,Mel80,TN,low,low,high,-0.518092696,-0.314219978, 0.2038727174, 5724,11.850026
cy81_FNA_CD45_neg_E12_S1020_comb, -7.05443078,-52.02994131,Mel81,Mel81,TN,high,high,low, 0.286033337, 0.036495220,-0.2495381174, 5831,11.476884
cy78_CD45_neg_3_G09_S753_comb,-37.03942439, 34.43268643,Mel78,Mel78,ICR,high,low,low, 0.531230180, 0.027089318,-0.5041408622, 7753,13.092764
cy79_p4_CD45_neg_PDL1_neg_A12_S1068_comb, 24.51256540, -5.60385878,Mel79,Mel79,TN,low,low,high,-1.135684936,-0.757438362, 0.3782465740, 3944,10.787317
cy79_p4_CD45_neg_PDL1_neg_B11_S1079_comb, 34.47462882,  6.46875269,Mel79,Mel79,TN,low,low,high,-2.434612345,-0.929411019, 1.5052013258, 4528,12.052513
cy79_p5_CD45_neg_PDL1_neg_A05_S773_comb, 32.44302908,  0.21552506,Mel79,Mel79,TN,low,low,high,-1.990707533,-0.962585411, 1.0281221220, 3195,10.075717
Cy71_CD45_D11_S527_comb,-45.49281716,-22.31260017,Mel71,Mel71,TN,high,high,low, 1.300840260, 0.476775627,-0.8240646322, 5258,11.916208
cy80_CD45_neg_D03_S903_comb, 26.80255782,-41.54940414,Mel80,Mel80,TN,low,low,high,-0.468092889,-0.257336364, 0.2107565249, 7586,11.595316
cy78_CD45_neg_1_B08_S500_comb,-35.00512779, 31.28207533,Mel78,Mel78,ICR,high,high,low, 0.765889478, 0.187495361,-0.5783941172, 7969,12.904894
cy81_Bulk_CD45_neg_E09_S153_comb, -4.90662027,-49.43557464,Mel81,Mel81,TN,high,low,low, 0.366415124, 0.034800943,-0.3316141808, 8137,12.383637
cy79_p3_CD45_neg_PDL1_neg_B06_S210_comb, 26.91001795,  2.77166100,Mel79,Mel79,TN,low,low,high,-2.550411295,-0.829863937, 1.7205473584, 3867,10.703267
cy78_CD45_neg_3_D07_S715_comb,-34.23558341, 35.89798706,Mel78,Mel78,ICR,high,high,low, 0.625563026, 0.214953630,-0.4106093953, 7024,12.941465
cy79_p5_CD45_neg_PDL1_neg_F05_S833_comb, 24.40164087,  1.66108454,Mel79,Mel79,TN,low,low,high,-2.130088646,-0.759810413, 1.3702782337, 5080,10.856052
cy80_CD45_neg_B01_S877_comb, 25.80449478,-42.95769220,Mel80,Mel80,TN,low,low,high,-0.070891290,-0.108268675,-0.0373773849, 7572,11.795424
Cy81_Bulk_CD45_B09_S117_comb,-10.07809196,-46.62997538,Mel81,Mel81,TN,low,low,low, 0.130905382,-0.134243144,-0.2651485258, 8822,13.110390
cy78_CD45_neg_1_A03_S483_comb,-37.10133219, 35.88968957,Mel78,Mel78,ICR,high,high,low, 0.796902938, 0.139047555,-0.6578553830, 8246,12.798628
cy79_p5_CD45_neg_PDL1_neg_H06_S858_comb, 22.53924798, -5.51206703,Mel79,Mel79,TN,low,low,high,-2.104111225,-1.000052736, 1.1040584896, 5276,12.006987
cy79_p4_CD45_neg_PDL1_neg_A03_S1059_comb, 32.32201281, 11.47212811,Mel79,Mel79,TN,low,low,high,-3.050982342,-1.179277640, 1.8717047027, 4504,11.699803
cy78_CD45_neg_1_F08_S548_comb,-26.86388313, 24.74678085,Mel78,Mel78,ICR,low,low,high,-0.601512729,-0.409754795, 0.1917579340, 4898,10.687617
CY88_3_C08_S608_comb,  8.03482394, 43.35799145,Mel88,Mel88,ICR,low,low,high,-0.182955584,-0.192393003,-0.0094374183, 3837,11.228146
cy79_p1_CD45_neg_PDL1_neg_AS_C4_R1_A12_S108_comb, 23.39973434, 13.04529987,Mel79,Mel79,TN,low,low,high,-2.534479190,-0.756561913, 1.7779172769, 3712,10.668700
cy79_p5_CD45_neg_PDL1_neg_H10_S862_comb, 29.38477150,  9.50813046,Mel79,Mel79,TN,low,low,high,-2.795663163,-0.974613558, 1.8210496044, 4210,11.432637
Cy71_CD45_G09_S561_comb,-42.85032584,-24.57085434,Mel71,Mel71,TN,high,high,low, 0.837849112, 0.224941487,-0.6129076250, 4196,11.214587
cy80_CD45_neg_C09_S897_comb, 27.57889656,-47.15743758,Mel80,Mel80,TN,low,low,high,-0.153627798,-0.091570160, 0.0620576380, 7863,11.816660
Cy71_CD45_F11_S551_comb,-43.49605299,-19.43774025,Mel71,Mel71,TN,high,high,low, 1.803620542, 0.680762395,-1.1228581463, 3731,12.422369
cy79_p3_CD45_neg_PD1_pos_AS_C3_R1_B04_S304_comb, 30.03557264,  0.19854662,Mel79,Mel79,TN,low,low,high,-2.044272210,-0.900191935, 1.1440802749, 5062,11.441182
cy78_CD45_neg_3_D08_S716_comb,-34.21307025, 33.97723318,Mel78,Mel78,ICR,high,high,low, 0.747369632, 0.311428804,-0.4359408283, 7515,13.138723
cy79_p5_CD45_neg_PDL1_pos_E03_S723_comb, 23.97552256,  0.48305526,Mel79,Mel79,TN,low,low,high,-2.269131097,-0.808079670, 1.4610514272, 4936,12.042724
cy79_p1_CD45_neg_PDL1_neg_AS_C4_R1_F04_S160_comb, 11.18742171,  3.34493906,Mel79,Mel79,TN,low,low,high,-2.947847135,-1.095795353, 1.8520517817, 5036,10.762340
cy79_p4_CD45_neg_PDL1_pos_C12_S420_comb, 37.21937576,  4.84906121,Mel79,Mel79,TN,low,low,high,-2.133571786,-0.962699979, 1.1708718066, 3591,11.313108
cy79_p1_CD45_neg_PDL1_neg_AS_C4_R1_C08_S128_comb, 16.05109824,  9.76026357,Mel79,Mel79,TN,low,low,high,-2.784672398,-1.140198243, 1.6444741551, 5286,10.891876
cy79_p5_CD45_neg_PDL1_pos_E08_S728_comb, 22.12859227, -2.37870639,Mel79,Mel79,TN,low,low,high,-1.806351784,-0.813041400, 0.9933103841, 7489,12.224325
cy80_CD45_neg_D07_S907_comb, 28.41882266,-43.89313185,Mel80,Mel80,TN,low,high,high, 0.100830848, 0.093812296,-0.0070185512, 5797,10.568081
cy79_p1_CD45_neg_PDL1_pos_AS_C1_R1_F03_S63_comb, 14.13781938, 10.27543801,Mel79,Mel79,TN,low,low,high,-2.654331165,-1.072558492, 1.5817726728, 5269,11.169505
cy79_p5_CD45_neg_PDL1_neg_H07_S859_comb, 24.09052516, -6.64677112,Mel79,Mel79,TN,low,low,high,-1.229735976,-0.618458223, 0.6112777529, 6398,12.605154
cy80_CD45_neg_A03_S867_comb, 28.31703030,-38.45306407,Mel80,Mel80,TN,low,low,high,-0.222489302,-0.295272769,-0.0727834666, 7982,12.391190
Cy81_FNA_CD45_B10_S310_comb,-11.60457053,-50.86754842,Mel81,Mel81,TN,high,high,high, 0.223785293, 0.281142500, 0.0573572064, 4032,10.912649
cy79_p1_CD45_neg_PDL1_neg_AS_C4_R1_H07_S187_comb, 17.55950435, 14.60001706,Mel79,Mel79,TN,low,low,high,-2.680345181,-1.310518227, 1.3698269533, 3885,10.114316
cy79_p1_CD45_neg_PDL1_neg_AS_C4_R1_B07_S115_comb, 14.77849270,  6.41907454,Mel79,Mel79,TN,low,low,high,-2.334471699,-0.860545080, 1.4739266188, 6455,11.228265
cy79_p5_CD45_neg_PDL1_neg_G09_S849_comb, 21.85550952,  1.24387724,Mel79,Mel79,TN,low,low,high,-2.494770416,-0.842183496, 1.6525869202, 5282,12.546370
cy79_p5_CD45_neg_PDL1_neg_C09_S801_comb, 37.51930686, -2.61454256,Mel79,Mel79,TN,low,low,high,-2.732581818,-1.010332880, 1.7222489380, 3989,10.894756
CY88_5_E02_S722_comb,  3.43078851, 49.15629435,Mel88,Mel88,ICR,high,high,low, 0.764203945, 0.372749299,-0.3914546458, 5580,12.806869
cy80_CD45_neg_H09_S957_comb, 27.43958828,-45.49065619,Mel80,Mel80,TN,high,high,low, 0.257302935, 0.071527960,-0.1857749746, 8235,11.726721
cy80_CD45_neg_H02_S950_comb, 27.74567028,-38.56740443,Mel80,Mel80,TN,low,low,high,-0.356475222,-0.304816885, 0.0516583370, 6900,11.465855
cy78_CD45_neg_2_C05_S605_comb,-31.96059496, 42.16377231,Mel78,Mel78,ICR,low,low,high,-0.217688314,-0.012975956, 0.2047123584, 4036,10.515804
cy79_p1_CD45_neg_PDL1_neg_AS_C4_R1_G04_S172_comb, 21.97303200, -5.58048586,Mel79,Mel79,TN,low,low,high,-2.369760442,-0.944602664, 1.4251577784, 4894,10.453024
cy79_p5_CD45_neg_PDL1_neg_G03_S843_comb, 42.33897921, -1.91805064,Mel79,Mel79,TN,low,low,high,-2.047475393,-0.516597081, 1.5308783116, 3482,10.788762
cy78_CD45_neg_1_G04_S556_comb,-38.45282518, 29.72054117,Mel78,Mel78,ICR,high,high,low, 1.266954584, 0.481907117,-0.7850474670, 8855,13.252010
cy78_CD45_neg_1_D05_S521_comb,-31.06768160, 37.52609647,Mel78,Mel78,ICR,high,high,low, 0.763913878, 0.117721610,-0.6461922685, 6741,12.285364
Cy71_CD45_H10_S574_comb,-44.39261760,-22.48312447,Mel71,Mel71,TN,high,high,low, 1.572569056, 0.699115448,-0.8734536075, 4819,11.741653
cy79_p4_CD45_neg_PDL1_pos_D12_S432_comb, 32.72807883, 13.89961317,Mel79,Mel79,TN,low,low,high,-3.049458533,-1.110237782, 1.9392207506, 2997,10.569366
cy81_Bulk_CD45_neg_C08_S128_comb, -3.28523296,-52.57994722,Mel81,Mel81,TN,low,low,high,-0.194275001, 0.003081837, 0.1973568389, 5674,10.950736
cy79_p1_CD45_neg_PDL1_pos_AS_C1_R1_G07_S79_comb, 16.04258682,  0.83717926,Mel79,Mel79,TN,low,low,high,-1.339641763,-0.474775299, 0.8648664649, 7357,11.500691
cy79_p4_CD45_neg_PDL1_pos_A08_S392_comb, 20.05370163,  3.30281555,Mel79,Mel79,TN,low,low,high,-2.455640251,-1.115652307, 1.3399879446, 5612,12.709880
cy78_CD45_neg_1_C10_S514_comb,-35.77494139, 32.27538266,Mel78,Mel78,ICR,high,high,low, 0.837730625, 0.185021990,-0.6527086350, 7788,12.546135
cy78_CD45_neg_3_D09_S717_comb,-26.89576994, 24.69835100,Mel78,Mel78,ICR,low,high,high,-0.262797201, 0.047451082, 0.3102482831, 5340,11.548032
cy79_p1_CD45_neg_PDL1_neg_AS_C4_R1_G12_S180_comb, 15.10866226,-11.92826035,Mel79,Mel79,TN,low,low,high,-0.840696795,-0.483445539, 0.3572512559, 2207, 9.871326
Cy81_FNA_CD45_H10_S382_comb, -9.35649350,-50.34307420,Mel81,Mel81,TN,low,low,high,-0.259733182,-0.262132714,-0.0023995319, 5753,13.117881
Cy80_II_CD45_B02_S878_comb, 33.09123257,-44.74097739,Mel80,Mel80,TN,low,low,high,-0.066292726,-0.084094478,-0.0178017517, 5716,12.302142
cy79_p3_CD45_neg_PD1_pos_AS_C3_R1_B10_S310_comb, 31.83005122,  1.75191117,Mel79,Mel79,TN,low,low,high,-2.288357487,-0.923309641, 1.3650478465, 3096,10.343225
cy80_CD45_neg_E01_S913_comb, 28.18247847,-37.98481588,Mel80,Mel80,TN,low,low,high,-0.852660807,-0.725057513, 0.1276032945, 4049, 9.703938
Cy81_FNA_CD45_B11_S311_comb,-10.09053187,-50.47110921,Mel81,Mel81,TN,high,high,low, 0.641790318, 0.326027778,-0.3157625399, 5483,12.273577
cy81_Bulk_CD45_neg_C04_S124_comb, -7.87447163,-53.06833861,Mel81,Mel81,TN,low,high,high, 0.178766947, 0.056389444,-0.1223775029, 4416,12.394629
CY88_3_G07_S655_comb,  5.64948017, 50.73442285,Mel88,Mel88,ICR,high,low,low, 0.412054710,-0.021922663,-0.4339773733, 5248,11.991573
Cy81_Bulk_CD45_B12_S120_comb, -9.30802400,-48.19758103,Mel81,Mel81,TN,high,high,low, 0.415913672, 0.101662551,-0.3142511212, 7365,13.294106
cy79_p1_CD45_neg_PDL1_pos_AS_C1_R1_G03_S75_comb, 10.16041415,  8.07248480,Mel79,Mel79,TN,low,low,high,-2.659480551,-1.080379616, 1.5791009355, 6305,11.185629
cy79_p4_CD45_neg_PDL1_pos_F11_S455_comb, 21.37404464,  7.08088436,Mel79,Mel79,TN,low,low,high,-2.891435168,-1.121458940, 1.7699762284, 6131,12.350389
cy78_CD45_neg_3_B08_S692_comb,-30.92915426, 40.86370452,Mel78,Mel78,ICR,high,low,low, 0.239225623,-0.075506459,-0.3147320825, 6198,12.313329
cy78_CD45_neg_3_C09_S705_comb,-32.96590761, 34.09180319,Mel78,Mel78,ICR,high,low,low, 0.221614965,-0.236246861,-0.4578618261, 7005,12.300605
cy79_p1_CD45_neg_PDL1_pos_AS_C1_R1_G09_S81_comb, 15.61425151, 10.50189710,Mel79,Mel79,TN,low,low,high,-2.822968706,-1.011001583, 1.8119671230, 5582,11.286050
CY88_5_F11_S743_comb,  2.60576086, 50.03557014,Mel88,Mel88,ICR,high,high,low, 0.661604888, 0.230392495,-0.4312123929, 6329,12.070946
cy79_p1_CD45_neg_PDL1_neg_AS_C4_R1_B04_S112_comb, 12.48738853,  9.67986541,Mel79,Mel79,TN,low,low,high,-2.300838779,-0.935625188, 1.3652135906, 5177,11.152615
cy80_CD45_neg_H03_S951_comb, 28.31551094,-44.08160882,Mel80,Mel80,TN,low,low,low, 0.121617304,-0.007514475,-0.1291317782, 7637,11.810100
cy78_CD45_neg_1_H02_S566_comb,-36.02892627, 33.56341477,Mel78,Mel78,ICR,high,high,low, 0.774466004, 0.070147951,-0.7043180533, 8073,13.201463
