Column1,Column2,Column3,Column1,Column2,Column3,,,
NAME,X,Y,NAME,CLUSTER,SUB-CLUSTER,,,
TYPE,numeric,numeric,TYPE,group,group,,,
cy80-CD45-neg-E12-S924-comb,90.25891574,28.79951545,cy79-p1-CD45-pos-PD1-pos-AS-C5-R1-C07-S223-comb,T,T,CY89A_CD45_POS_4_F07_S451_comb,B,B
cy79-p4-CD45-pos-PD1-pos-E09-S345-comb,-9.572270228,5.002641079,cy79-p1-CD45-pos-PD1-pos-AS-C5-R1-F10-S262-comb,T,T,CY89A_Core_15_H12_S96_comb,T,T
cy79-p5-CD45-pos-PD1-pos-G05-S653-comb,-50.34330324,27.27855708,cy79-p1-CD45-neg-PDL1-pos-AS-C1-R1-G09-S81-comb,malignant,malignant,CY89A_CD45_POS_6_F06_S162_comb,Macrophage,Macrophage
cy79-p5-CD45-pos-PD1-pos-H07-S667-comb,-70.11620173,6.353696234,cy79-p1-CD45-pos-PD1-neg-AS-C1-R2-H04-S568-comb,B,B,CY89A_CD45_POS_10_B11_S215_comb,B,B
cy79-p5-CD45-pos-PD1-pos-D03-S615-comb,-47.31193538,18.31785981,cy79-p3-CD45-neg-PD1-pos-AS-C3-R1-B11-S311-comb,undefined,undefined,CY89A_CD45_POS_6_D10_S142_comb,T,T
cy79-p5-CD45-pos-PD1-pos-D09-S621-comb,4.390133677,-66.6382472,cy79-p1-CD45-neg-PDL1-neg-AS-C4-R1-B04-S112-comb,malignant,malignant,CY89A_Core_15_H02_S86_comb,B,B
cy79-p5-CD45-pos-PD1-pos-C07-S607-comb,24.8182342,25.72867979,cy79-p1-CD45-neg-PDL1-pos-AS-C1-R1-C10-S34-comb,malignant,malignant,CY89A_Core_15_B05_S17_comb,T,T
cy79-p4-CD45-pos-PD1-pos-E07-S343-comb,-68.70616323,11.37314413,cy79-p1-CD45-pos-PD1-neg-AS-C1-R2-B03-S495-comb,B,B,CY89A_Core_15_A07_S7_comb,undefined,undefined
cy79-p4-CD45-pos-PD1-pos-F01-S349-comb,-46.05013395,16.20049178,cy79-p1-CD45-pos-PD1-neg-AS-C1-R2-E04-S532-comb,B,B,CY89A_Core_15_B03_S15_comb,undefined,undefined
cy79-p4-CD45-pos-PD1-pos-C10-S322-comb,-15.44191767,6.949613799,cy79-p3-CD45-pos-PD1-pos-AS-C2-R1-B08-S404-comb,T,T,CY89A_CD45_POS_4_H03_S471_comb,T,T
cy80-CD45-neg-F12-S936-comb,91.70875649,25.04789578,cy79-p1-CD45-neg-PDL1-pos-AS-C1-R1-E11-S59-comb,malignant,malignant,CY89A_CD45_POS_4_F08_S452_comb,T,T
cy80-CD45-neg-F10-S934-comb,90.84867022,25.20221513,cy79-p1-CD45-neg-PDL1-neg-AS-C4-R1-C07-S127-comb,malignant,malignant,CY89A_CD45_POS_4_A08_S392_comb,T,T
cy79-p5-CD45-pos-PD1-pos-G12-S660-comb,-71.53944119,3.519562723,cy79-p1-CD45-neg-PDL1-pos-AS-C1-R1-D10-S46-comb,malignant,malignant,CY89A_Core_15_G12_S84_comb,undefined,undefined
cy79-p5-CD45-pos-PD1-pos-E04-S628-comb,-59.8719418,-3.970052835,cy79-p1-CD45-neg-PDL1-pos-AS-C1-R1-G06-S78-comb,malignant,malignant,CY89A_CD45_POS_6_E01_S145_comb,B,B
cy79-p5-CD45-pos-PD1-pos-B08-S596-comb,-72.01186772,3.519803574,cy79-p3-CD45-pos-PD1-pos-AS-C2-R1-F12-S456-comb,T,T,CY89A_CD45_POS_4_C04_S412_comb,T,T
cy79-p4-CD45-pos-PD1-pos-B10-S310-comb,19.61558877,-80.8558359,cy79-p1-CD45-pos-PD1-neg-AS-C1-R2-G06-S558-comb,B,B,CY89A_CD45_POS_4_C06_S414_comb,T,T
cy79-p4-CD45-pos-PD1-pos-F04-S352-comb,-64.93965072,7.074511659,cy79-p1-CD45-pos-PD1-pos-AS-C5-R1-B09-S213-comb,T,T,CY89A_Core_15_A01_S1_comb,T,T
cy79-p5-CD45-pos-PD1-pos-H06-S666-comb,-61.01912697,-2.863324002,cy79-p3-CD45-pos-PD1-pos-AS-C2-R1-B12-S408-comb,T,T,CY89A_CD45_POS_4_H10_S478_comb,T,T
cy79-p5-CD45-pos-PD1-pos-F02-S638-comb,-58.85102604,-1.307261455,cy79-p3-CD45-neg-PD1-pos-AS-C3-R1-H02-S374-comb,malignant,malignant,CY89A_Core_15_G07_S79_comb,T,T
cy79-p4-CD45-pos-PD1-pos-G05-S365-comb,-65.50728799,9.347347294,cy79-p1-CD45-pos-PD1-pos-AS-C5-R1-H12-S288-comb,T,T,CY89A_CD45_POS_10_A07_S199_comb,malignant,malignant
cy80-CD45-neg-H05-S953-comb,91.44245511,23.38510932,cy79-p1-CD45-neg-PDL1-neg-AS-C4-R1-B09-S117-comb,malignant,malignant,CY89A_CD45_POS_6_D04_S136_comb,T,T
cy79-p4-CD45-pos-PD1-pos-F02-S350-comb,-49.19434612,23.33510789,cy79-p1-CD45-pos-PD1-neg-AS-C1-R2-C12-S516-comb,B,B,CY89A_CD45_POS_6_B07_S115_comb,B,B
cy79-p5-CD45-pos-PD1-pos-D04-S616-comb,-69.19723026,5.952105602,cy79-p3-CD45-pos-PD1-pos-AS-C2-R1-G04-S460-comb,T,T,CY89A_CD45_POS_6_C11_S131_comb,undefined,undefined
cy79-p5-CD45-pos-PD1-pos-G08-S656-comb,-57.30071337,0.908117798,cy79-p3-CD45-pos-PD1-pos-AS-C2-R1-B01-S397-comb,T,T,CY89A_CD45_POS_4_C02_S410_comb,T,T
cy79-p4-CD45-pos-PD1-pos-D06-S330-comb,-15.06911535,9.183762755,cy79-p1-CD45-neg-PDL1-neg-AS-C4-R1-H09-S189-comb,malignant,malignant,CY89A_CD45_POS_10_G06_S270_comb,T,T
cy79-p5-CD45-pos-PD1-pos-E10-S634-comb,-66.01081105,3.18496598,cy79-p3-CD45-pos-PD1-pos-AS-C2-R1-E01-S433-comb,T,T,CY89A_Core_15_G01_S73_comb,T,T
cy79-p5-CD45-pos-PD1-pos-E01-S625-comb,-42.28987517,-35.25701202,cy79-p3-CD45-pos-PD1-pos-AS-C2-R1-B03-S399-comb,T,T,CY89A_CD45_POS_4_E09_S441_comb,T,T
cy80-CD45-neg-C10-S898-comb,19.75056192,-49.43701414,cy79-p1-CD45-pos-PD1-pos-AS-C5-R1-B08-S212-comb,T,T,CY89A_CD45_POS_6_A11_S107_comb,B,B
cy79-p4-CD45-pos-PD1-pos-G03-S363-comb,-41.68363301,28.28129616,cy79-p3-CD45-neg-PD1-pos-AS-C3-R1-B06-S306-comb,malignant,malignant,CY89A_CD45_POS_4_F04_S448_comb,Macrophage,Macrophage
cy79-p5-CD45-pos-PD1-pos-F03-S639-comb,-69.14599104,1.546115308,cy79-p1-CD45-pos-PD1-pos-AS-C5-R1-B02-S206-comb,T,T,CY89A_CD45_POS_4_A09_S393_comb,T,T
cy79-p4-CD45-pos-PD1-pos-E01-S337-comb,-15.91618398,8.483175873,cy79-p3-CD45-pos-PD1-pos-AS-C2-R1-C10-S418-comb,T,T,CY89A_CD45_POS_4_G09_S465_comb,B,B
cy79-p4-CD45-pos-PD1-pos-F03-S351-comb,-15.68289398,-22.76526407,cy79-p3-CD45-neg-PD1-pos-AS-C3-R1-C05-S317-comb,malignant,malignant,CY89A_CD45_POS_10_A10_S202_comb,T,T
cy80-CD45-neg-A04-S868-comb,91.25355116,18.72915478,cy79-p3-CD45-neg-PD1-pos-AS-C3-R1-D07-S331-comb,malignant,malignant,CY89A_CD45_POS_4_C05_S413_comb,undefined,undefined
cy79-p4-CD45-pos-PD1-pos-G12-S372-comb,-73.56687334,11.71840214,cy79-p3-CD45-pos-PD1-pos-AS-C2-R1-D02-S422-comb,T,T,CY89A_Core_15_C04_S28_comb,B,B
cy80-CD45-neg-C08-S896-comb,69.9958023,-16.26034867,cy79-p1-CD45-neg-PDL1-neg-AS-C4-R1-A10-S106-comb,malignant,malignant,CY89A_CD45_POS_10_A02_S194_comb,undefined,undefined
cy79-p4-CD45-pos-PD1-pos-H03-S375-comb,-69.75192359,3.949875905,cy79-p1-CD45-pos-PD1-neg-AS-C1-R2-G03-S555-comb,B,B,CY89A_Core_15_F12_S72_comb,T,T
cy79-p5-CD45-pos-PD1-pos-B01-S589-comb,-62.31465138,-16.98576994,cy79-p1-CD45-neg-PDL1-pos-AS-C1-R1-G08-S80-comb,malignant,malignant,CY89A_CD45_POS_6_F01_S157_comb,undefined,undefined
cy79-p5-CD45-pos-PD1-pos-D06-S618-comb,-22.77078108,1.19475613,cy79-p1-CD45-neg-PDL1-pos-AS-C1-R1-E04-S52-comb,malignant,malignant,CY89A_Core_15_G02_S74_comb,B,B
cy79-p5-CD45-pos-PD1-pos-C05-S605-comb,-65.78411364,-3.794695136,cy79-p1-CD45-pos-PD1-neg-AS-C1-R2-D08-S524-comb,B,B,CY89A_Core_15_G11_S83_comb,T,T
cy79-p5-CD45-pos-PD1-pos-D01-S613-comb,-23.58777742,32.39122976,cy79-p1-CD45-pos-PD1-pos-AS-C5-R1-F09-S261-comb,T,T,CY89A_Core_15_A05_S5_comb,B,B
cy79-p4-CD45-pos-PD1-pos-F12-S360-comb,-38.49156589,31.07334335,cy79-p3-CD45-neg-PD1-pos-AS-C3-R1-E11-S347-comb,malignant,malignant,CY89A_CD45_POS_4_F09_S453_comb,Macrophage,Macrophage
cy79-p4-CD45-pos-PD1-pos-H07-S379-comb,-24.57976036,1.738363926,cy79-p1-CD45-pos-PD1-pos-AS-C5-R1-D08-S236-comb,T,T,CY89A_CD45_POS_4_B02_S398_comb,B,B
cy79-p4-CD45-pos-PD1-pos-C09-S321-comb,-44.00661859,18.96784293,cy79-p1-CD45-neg-PDL1-pos-AS-C1-R1-A12-S12-comb,undefined,undefined,CY89A_CD45_POS_6_C04_S124_comb,B,B
cy79-p5-CD45-pos-PD1-pos-E06-S630-comb,-64.96730316,-14.54207193,cy79-p1-CD45-pos-PD1-pos-AS-C5-R1-F05-S257-comb,T,T,CY89A_Core_15_E11_S59_comb,B,B
cy79-p5-CD45-pos-PD1-pos-B10-S598-comb,-62.57116722,3.09413192,cy79-p1-CD45-neg-PDL1-pos-AS-C1-R1-B04-S16-comb,malignant,malignant,CY89A_CD45_POS_6_D09_S141_comb,undefined,undefined
cy79-p4-CD45-pos-PD1-pos-E11-S347-comb,-45.4232008,14.8488855,cy79-p3-CD45-pos-PD1-pos-AS-C2-R1-F03-S447-comb,T,T,CY89A_CD45_POS_10_H04_S280_comb,T,T
cy79-p5-CD45-pos-PD1-pos-A03-S579-comb,-29.60385559,14.17644021,cy79-p3-CD45-pos-PD1-pos-AS-C2-R1-F10-S454-comb,T,T,CY89A_Core_15_B09_S21_comb,B,B
cy79-p4-CD45-pos-PD1-pos-F10-S358-comb,-10.52669464,10.53603738,cy79-p1-CD45-pos-PD1-pos-AS-C5-R1-H07-S283-comb,T,T,CY89A_Core_15_G10_S82_comb,T,T
cy79-p4-CD45-pos-PD1-pos-F05-S353-comb,-64.71418523,6.423224064,cy79-p1-CD45-pos-PD1-pos-AS-C5-R1-F03-S255-comb,T,T,CY89A_Core_15_D11_S47_comb,B,B
cy79-p4-CD45-pos-PD1-pos-F11-S359-comb,-64.92863157,9.86272406,cy79-p1-CD45-pos-PD1-neg-AS-C1-R2-H10-S574-comb,T,T,CY89A_CD45_POS_6_C02_S122_comb,T,T
cy79-p5-CD45-pos-PD1-pos-C02-S602-comb,-63.27652269,-2.580546543,cy79-p3-CD45-neg-PD1-pos-AS-C3-R1-D08-S332-comb,malignant,malignant,CY89A_CD45_POS_4_A02_S386_comb,T,T
cy81-Bulk-CD45-neg-E03-S147-comb,86.2703892,19.42271645,cy79-p3-CD45-neg-PD1-pos-AS-C3-R1-F03-S351-comb,malignant,malignant,CY89A_CD45_POS_6_B10_S118_comb,T,T
cy79-p4-CD45-pos-PD1-pos-A08-S296-comb,-16.8443031,9.891044168,cy79-p1-CD45-pos-PD1-neg-AS-C1-R2-B11-S503-comb,B,B,CY89A_Core_15_F01_S61_comb,T,T
cy79-p4-CD45-pos-PD1-pos-F09-S357-comb,-66.6366004,6.792421201,cy79-p3-CD45-pos-PD1-pos-AS-C2-R1-E05-S437-comb,T,T,CY89A_CD45_POS_6_E10_S154_comb,T,T
cy79-p5-CD45-pos-PD1-pos-B03-S591-comb,-24.24503819,1.472212087,cy79-p1-CD45-neg-PDL1-neg-AS-C4-R1-C05-S125-comb,malignant,malignant,CY89A_CD45_POS_6_B06_S114_comb,T,T
cy79-p5-CD45-pos-PD1-pos-G07-S655-comb,-60.7911434,4.876332825,cy79-p1-CD45-pos-PD1-neg-AS-C1-R2-G08-S560-comb,B,B,CY89A_Core_15_C02_S26_comb,T,T
cy79-p5-CD45-pos-PD1-pos-D05-S617-comb,-62.56519766,-2.840231213,cy79-p3-CD45-pos-PD1-pos-AS-C2-R1-E08-S440-comb,T,T,CY89A_CD45_POS_10_G02_S266_comb,T,T
cy79-p5-CD45-pos-PD1-pos-A08-S584-comb,-48.40270022,12.50118414,cy79-p3-CD45-pos-PD1-pos-AS-C2-R1-E07-S439-comb,T,T,CY89A_CD45_POS_6_H08_S188_comb,T,T
cy79-p4-CD45-pos-PD1-pos-G11-S371-comb,-64.22641363,0.031420907,cy79-p1-CD45-neg-PDL1-pos-AS-C1-R1-E05-S53-comb,malignant,malignant,CY89A_CD45_POS_10_B06_S210_comb,undefined,undefined
cy79-p4-CD45-pos-PD1-pos-A02-S290-comb,-38.74189454,28.86342997,cy79-p1-CD45-neg-PDL1-neg-AS-C4-R1-E01-S145-comb,malignant,malignant,CY89A_Core_15_H07_S91_comb,T,T
cy79-p4-CD45-pos-PD1-pos-E08-S344-comb,-67.8894819,7.519298469,cy79-p1-CD45-neg-PDL1-pos-AS-C1-R1-A11-S11-comb,malignant,malignant,CY89A_CD45_POS_6_C06_S126_comb,T,T
cy79-p4-CD45-pos-PD1-pos-G04-S364-comb,-42.55431101,22.71732058,cy79-p1-CD45-neg-PDL1-pos-AS-C1-R1-G05-S77-comb,malignant,malignant,CY89A_CD45_POS_10_B12_S216_comb,T,T
cy79-p5-CD45-pos-PD1-pos-H01-S661-comb,-65.38955933,-1.035847357,cy79-p1-CD45-pos-PD1-neg-AS-C1-R2-D02-S518-comb,T,T,CY89A_Core_15_A11_S11_comb,T,T
cy79-p4-CD45-pos-PD1-pos-D09-S333-comb,-66.97036602,8.68115863,cy79-p1-CD45-pos-PD1-neg-AS-C1-R2-D10-S526-comb,B,B,CY89A_Core_15_D01_S37_comb,undefined,undefined
cy79-p5-CD45-pos-PD1-pos-H04-S664-comb,-61.56273714,6.825616946,cy79-p1-CD45-neg-PDL1-pos-AS-C1-R1-G11-S83-comb,malignant,malignant,CY89A_CD45_POS_4_E01_S433_comb,T,T
cy79-p4-CD45-pos-PD1-pos-A07-S295-comb,-48.24902196,16.18906012,cy79-p3-CD45-neg-PD1-pos-AS-C3-R1-G06-S366-comb,malignant,malignant,CY89A_CD45_POS_6_F08_S164_comb,T,T
cy79-p4-CD45-pos-PD1-pos-H12-S384-comb,-70.12779732,12.17978426,cy79-p3-CD45-neg-PD1-pos-AS-C3-R1-G01-S361-comb,malignant,malignant,CY89A_CD45_POS_6_A02_S98_comb,B,B
cy79-p4-CD45-pos-PD1-pos-H08-S380-comb,-11.48298139,3.132539573,cy79-p1-CD45-pos-PD1-pos-AS-C5-R1-C01-S217-comb,T,T,CY89A_CD45_POS_10_B07_S211_comb,T,T
cy79-p4-CD45-pos-PD1-pos-E03-S339-comb,-43.41915586,31.26268498,cy79-p1-CD45-neg-PDL1-pos-AS-C1-R1-F10-S70-comb,malignant,malignant,CY89A_Core_15_B12_S24_comb,T,T
cy79-p5-CD45-pos-PD1-pos-A11-S587-comb,-8.488079853,6.514827143,cy79-p1-CD45-neg-PDL1-pos-AS-C1-R1-F02-S62-comb,malignant,malignant,CY89A_CD45_POS_6_H09_S189_comb,B,B
cy79-p5-CD45-pos-PD1-pos-A02-S578-comb,-60.79670668,-1.931641646,cy79-p1-CD45-neg-PDL1-pos-AS-C1-R1-E02-S50-comb,malignant,malignant,CY89A_CD45_POS_4_A11_S395_comb,B,B
cy79-p4-CD45-pos-PD1-pos-H02-S374-comb,-11.57816625,2.076046275,cy79-p1-CD45-neg-PDL1-neg-AS-C4-R1-C12-S132-comb,malignant,malignant,CY89A_Core_15_D12_S48_comb,T,T
cy79-p5-CD45-pos-PD1-pos-B02-S590-comb,-61.76623567,6.31549014,cy79-p1-CD45-neg-PDL1-pos-AS-C1-R1-A06-S6-comb,malignant,malignant,CY89A_CD45_POS_4_H11_S479_comb,T,T
cy79-p4-CD45-pos-PD1-pos-B06-S306-comb,-15.2348695,10.21391566,cy79-p1-CD45-neg-PDL1-neg-AS-C4-R1-B05-S113-comb,malignant,malignant,CY89A_CD45_POS_4_F05_S449_comb,T,T
cy79-p5-CD45-pos-PD1-pos-D10-S622-comb,-63.52424081,-5.992353515,cy79-p3-CD45-pos-PD1-pos-AS-C2-R1-A10-S394-comb,T,T,CY89A_Core_15_G08_S80_comb,T,T
cy79-p5-CD45-pos-PD1-pos-B05-S593-comb,-64.86764246,-11.60869211,cy79-p1-CD45-pos-PD1-pos-AS-C5-R1-D11-S239-comb,T,T,CY89A_CD45_POS_6_A05_S101_comb,Macrophage,Macrophage
cy79-p4-CD45-pos-PD1-pos-C02-S314-comb,-65.82564102,-4.213350178,cy79-p1-CD45-pos-PD1-pos-AS-C5-R1-C04-S220-comb,T,T,CY89A_CD45_POS_6_A06_S102_comb,B,B
cy79-p4-CD45-pos-PD1-pos-H01-S373-comb,-73.03333495,13.51364122,cy79-p3-CD45-pos-PD1-pos-AS-C2-R1-G12-S468-comb,T,T,CY89A_Core_15_H04_S88_comb,T,T
cy79-p5-CD45-pos-PD1-pos-D08-S620-comb,-66.80140416,0.507611344,cy79-p1-CD45-pos-PD1-neg-AS-C1-R2-B06-S498-comb,T,T,CY89A_CD45_POS_10_E06_S246_comb,Macrophage,Macrophage
cy79-p4-CD45-pos-PD1-pos-D07-S331-comb,-62.11288941,-19.08056396,cy79-p1-CD45-pos-PD1-neg-AS-C1-R2-E09-S537-comb,B,B,CY89A_Core_15_E06_S54_comb,B,B
cy79-p4-CD45-pos-PD1-pos-E02-S338-comb,-43.75508319,14.06434354,cy79-p1-CD45-neg-PDL1-pos-AS-C1-R1-A09-S9-comb,undefined,undefined,CY89A_Core_15_B08_S20_comb,B,B
cy79-p5-CD45-pos-PD1-pos-D11-S623-comb,-62.86225119,-1.767618494,cy79-p1-CD45-neg-PDL1-neg-AS-C4-R1-A02-S98-comb,malignant,malignant,CY89A_CD45_POS_6_H10_S190_comb,Macrophage,Macrophage
cy79-p4-CD45-pos-PD1-pos-D05-S329-comb,-40.37643377,30.32017736,cy79-p1-CD45-neg-PDL1-neg-AS-C4-R1-G09-S177-comb,malignant,malignant,CY89A_CD45_POS_4_G12_S468_comb,undefined,undefined
cy79-p5-CD45-pos-PD1-pos-G06-S654-comb,-64.99176205,1.955390753,cy79-p3-CD45-neg-PD1-pos-AS-C3-R1-D02-S326-comb,malignant,malignant,CY89A_CD45_POS_6_B01_S109_comb,T,T
cy79-p5-CD45-pos-PD1-pos-G11-S659-comb,-68.47079764,2.955221265,cy79-p1-CD45-neg-PDL1-neg-AS-C4-R1-C04-S124-comb,malignant,malignant,CY89A_CD45_POS_6_G12_S180_comb,B,B
cy79-p5-CD45-pos-PD1-pos-H11-S671-comb,-63.08152092,-4.538473453,cy79-p1-CD45-pos-PD1-neg-AS-C1-R2-C06-S510-comb,B,B,CY89A_CD45_POS_4_D11_S431_comb,T,T
cy80-CD45-neg-F07-S931-comb,91.34391157,29.07648198,cy79-p1-CD45-pos-PD1-neg-AS-C1-R2-C04-S508-comb,B,B,CY89A_Core_15_G09_S81_comb,Macrophage,Macrophage
cy79-p4-CD45-pos-PD1-pos-C08-S320-comb,-15.30523305,-23.11522215,cy79-p1-CD45-pos-PD1-neg-AS-C1-R2-F07-S547-comb,T,T,CY89A_Core_15_F06_S66_comb,B,B
cy79-p4-CD45-pos-PD1-pos-C03-S315-comb,-67.42727538,10.88072555,cy79-p1-CD45-pos-PD1-pos-AS-C5-R1-D02-S230-comb,T,T,CY89A_CD45_POS_10_F02_S254_comb,T,T
cy79-p5-CD45-pos-PD1-pos-C12-S612-comb,-63.04711883,2.275294175,cy79-p1-CD45-neg-PDL1-neg-AS-C4-R1-B03-S111-comb,malignant,malignant,CY89A_CD45_POS_4_F10_S454_comb,B,B
cy79-p4-CD45-pos-PD1-pos-H05-S377-comb,-44.00629639,14.14536984,cy79-p3-CD45-pos-PD1-pos-AS-C2-R1-G01-S457-comb,T,T,CY89A_CD45_POS_6_F07_S163_comb,B,B
cy79-p5-CD45-pos-PD1-pos-H12-S672-comb,-6.977630398,-24.02292933,cy79-p1-CD45-pos-PD1-pos-AS-C5-R1-G06-S270-comb,T,T,CY89A_CD45_POS_6_D01_S133_comb,undefined,undefined
cy79-p4-CD45-pos-PD1-pos-B12-S312-comb,-64.07148685,11.50423293,cy79-p3-CD45-neg-PD1-pos-AS-C3-R1-E03-S339-comb,malignant,malignant,CY89A_CD45_POS_4_B01_S397_comb,undefined,undefined
cy79-p4-CD45-pos-PD1-pos-A11-S299-comb,-38.54987967,28.99209091,cy79-p1-CD45-pos-PD1-neg-AS-C1-R2-G10-S562-comb,B,B,CY89A_CD45_POS_6_C12_S132_comb,B,B
cy79-p5-CD45-pos-PD1-pos-G09-S657-comb,-61.99359052,-3.975138865,cy79-p1-CD45-neg-PDL1-neg-AS-C4-R1-C06-S126-comb,malignant,malignant,CY89A_CD45_POS_6_D08_S140_comb,B,B
cy79-p5-CD45-pos-PD1-pos-C06-S606-comb,-64.13307584,-0.590846185,cy79-p1-CD45-neg-PDL1-neg-AS-C4-R1-C09-S129-comb,malignant,malignant,CY89A_Core_15_G03_S75_comb,T,T
cy79-p4-CD45-pos-PD1-pos-B08-S308-comb,-67.54580107,9.784871124,cy79-p1-CD45-pos-PD1-pos-AS-C5-R1-G04-S268-comb,T,T,CY89A_CD45_POS_4_A07_S391_comb,T,T
cy79-p5-CD45-pos-PD1-pos-E05-S629-comb,-61.55670533,-4.69857473,cy79-p3-CD45-neg-PD1-pos-AS-C3-R1-C12-S324-comb,malignant,malignant,CY89A_CD45_POS_4_B08_S404_comb,T,T
cy79-p4-CD45-pos-PD1-pos-B01-S301-comb,-41.25760738,32.09645894,cy79-p1-CD45-neg-PDL1-neg-AS-C4-R1-A08-S104-comb,malignant,malignant,CY89A_Core_15_A04_S4_comb,B,B
cy79-p5-CD45-pos-PD1-pos-F07-S643-comb,-53.26989221,-3.144207315,cy79-p1-CD45-pos-PD1-pos-AS-C5-R1-D01-S229-comb,T,T,CY89A_CD45_POS_10_E12_S252_comb,T,T
cy79-p5-CD45-pos-PD1-pos-F01-S637-comb,-30.72797796,14.11753853,cy79-p1-CD45-neg-PDL1-pos-AS-C1-R1-G02-S74-comb,malignant,malignant,CY89A_CD45_POS_10_A03_S195_comb,undefined,undefined
cy79-p5-CD45-pos-PD1-pos-B06-S594-comb,-62.32326165,1.019149047,cy79-p3-CD45-neg-PD1-pos-AS-C3-R1-D03-S327-comb,malignant,malignant,CY89A_Core_15_D10_S46_comb,T,T
cy79-p4-CD45-pos-PD1-pos-E10-S346-comb,-38.16655678,29.21755958,cy79-p3-CD45-pos-PD1-pos-AS-C2-R1-A11-S395-comb,T,T,CY89A_CD45_POS_4_D01_S421_comb,Macrophage,Macrophage
cy79-p5-CD45-pos-PD1-pos-F11-S647-comb,-70.85086213,7.604653294,cy79-p1-CD45-neg-PDL1-pos-AS-C1-R1-E09-S57-comb,undefined,undefined,CY89A_Core_15_C03_S27_comb,B,B
cy79-p4-CD45-pos-PD1-pos-B09-S309-comb,-42.59399401,27.41050937,cy79-p1-CD45-neg-PDL1-neg-AS-C4-R1-G07-S175-comb,malignant,malignant,CY89A_CD45_POS_4_H06_S474_comb,B,B
cy79-p5-CD45-pos-PD1-pos-E11-S635-comb,-45.56674939,-34.2674525,cy79-p1-CD45-pos-PD1-pos-AS-C5-R1-H02-S278-comb,T,T,CY89A_CD45_POS_10_H11_S287_comb,Macrophage,Macrophage
cy79-p4-CD45-pos-PD1-pos-C07-S319-comb,-39.9678696,-29.78982868,cy79-p1-CD45-pos-PD1-pos-AS-C5-R1-G03-S267-comb,T,T,CY89A_Core_15_H08_S92_comb,T,T
cy79-p4-CD45-pos-PD1-pos-B04-S304-comb,-63.60429699,3.905705,cy79-p1-CD45-pos-PD1-pos-AS-C5-R1-G02-S266-comb,T,T,CY89A_CD45_POS_6_C03_S123_comb,undefined,undefined
cy79-p4-CD45-pos-PD1-pos-G09-S369-comb,-58.95835324,3.427755602,cy79-p3-CD45-neg-PD1-pos-AS-C3-R1-B12-S312-comb,malignant,malignant,CY89A_CD45_POS_4_G11_S467_comb,T,T
cy79-p4-CD45-pos-PD1-pos-B02-S302-comb,-41.9850393,27.02545552,cy79-p3-CD45-neg-PD1-pos-AS-C3-R1-G11-S371-comb,malignant,malignant,CY89A_Core_15_D09_S45_comb,T,T
cy79-p5-CD45-neg-PDL1-pos-G09-S753-comb,68.03615947,17.71600004,cy79-p1-CD45-pos-PD1-neg-AS-C1-R2-H07-S571-comb,B,B,CY89A_CD45_POS_4_B03_S399_comb,undefined,undefined
cy80-CD45-neg-B06-S882-comb,90.3877843,29.5032395,cy79-p3-CD45-pos-PD1-pos-AS-C2-R1-F05-S449-comb,T,T,CY89A_Core_15_D08_S44_comb,T,T
cy79-p4-CD45-pos-PD1-pos-G10-S370-comb,-63.07009879,6.517312225,cy79-p3-CD45-neg-PD1-pos-AS-C3-R1-F08-S356-comb,malignant,malignant,CY89A_CD45_POS_4_G06_S462_comb,Macrophage,Macrophage
cy79-p5-CD45-pos-PD1-pos-H03-S663-comb,-53.92254927,20.70273711,cy79-p1-CD45-pos-PD1-neg-AS-C1-R2-D03-S519-comb,B,B,CY89A_CD45_POS_6_A10_S106_comb,B,B
cy79-p4-CD45-pos-PD1-pos-H09-S381-comb,-65.82166802,11.80547588,cy79-p1-CD45-pos-PD1-neg-AS-C1-R2-D07-S523-comb,B,B,CY89A_CD45_POS_4_E10_S442_comb,B,B
cy79-p4-CD45-pos-PD1-pos-C05-S317-comb,-30.65286044,15.19352726,cy79-p3-CD45-neg-PD1-pos-AS-C3-R1-G03-S363-comb,malignant,malignant,CY89A_CD45_POS_10_H01_S277_comb,T,T
cy79-p5-CD45-pos-PD1-pos-C08-S608-comb,-43.51340121,-34.24069729,cy79-p1-CD45-pos-PD1-pos-AS-C5-R1-F04-S256-comb,T,T,CY89A_CD45_POS_6_F03_S159_comb,Macrophage,Macrophage
cy79-p5-CD45-pos-PD1-pos-C04-S604-comb,-44.3013313,-32.8185258,cy79-p1-CD45-pos-PD1-neg-AS-C1-R2-D12-S528-comb,T,T,CY89A_Core_15_D06_S42_comb,B,B
cy79-p4-CD45-pos-PD1-pos-D03-S327-comb,-17.85179762,9.716607717,cy79-p1-CD45-pos-PD1-pos-AS-C5-R1-D03-S231-comb,T,T,CY89A_CD45_POS_4_C08_S416_comb,T,T
cy79-p5-CD45-pos-PD1-pos-C09-S609-comb,-65.93724953,0.822486649,cy79-p1-CD45-neg-PDL1-neg-AS-C4-R1-F08-S164-comb,malignant,malignant,CY89A_CD45_POS_4_H02_S470_comb,T,T
cy79-p4-CD45-pos-PD1-pos-D11-S335-comb,-61.28630994,2.858912737,cy79-p1-CD45-neg-PDL1-neg-AS-C4-R1-H04-S184-comb,malignant,malignant,CY89A_CD45_POS_6_A04_S100_comb,Macrophage,Macrophage
